title,description,category,location,image_url,related_link,st_date,end_date,st_time,end_time
Georgia Tech Scavenger Hunt for Chemical Elements,Join the hunt for elements associated with campus buildings and win fabulous prizes!,Other/Miscellaneous,Georgia Tech Campus,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Scavenger_Hunt_Prizes_Graphic.png?itok=w-X6MsjG,https://www.calendar.gatech.edu/event/623346,"Monday, August 19, 2019","Friday, August 23, 2019",00:00,23:59
Petascale Computing Institute 2019,PCI-2019 is a free week-long distributed training event intended for people seeking to enhance their knowledge and skills for scaling their research software to petascale and emerging extreme-scale computing systems. ,Career/Professional development,"EBB Krone – Children’s Healthcare of Atlanta Seminar Room (950 Atlantic Drive, Atlanta, GA 30332)",gatech_logo.png,https://www.calendar.gatech.edu/event/623177,"Monday, August 19, 2019","Friday, August 23, 2019",11:00,18:00
SCL Course: Demand-Driven Supply Chain Strategy,Learn about different lenses of strategic planning applied to supply chain management and the specific implications on supply chain operations.,Career/Professional development,Georgia Tech Savannah Campus,gatech_logo.png,https://www.calendar.gatech.edu/event/613397,"Tuesday, August 20, 2019","Friday, August 23, 2019",08:30,12:00
#RATS Digital Scavenger Hunt in the Library Aug. 19-23,Get to know your Georgia Tech Library the first week of school and celebrate with a pizza party on the seventh floor complete with loads of vintage video games. ,Other/Miscellaneous,Georgia Tech Library: Crosland Tower,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Rats_header-01_0.png?itok=qhsR9Do2,https://www.calendar.gatech.edu/event/623906,"Monday, August 19, 2019","Monday, August 19, 2019",00:00,23:59
Last Chance Room Change Days,Last chance to change rooms for Fall 2019.,Other/Miscellaneous,Georgia Tech Department of Housing Assignments Office,gatech_logo.png,https://www.calendar.gatech.edu/event/624701,"Wednesday, August 21, 2019","Friday, August 23, 2019",00:00,23:59
CRC Group Fitness Preview Week,Current Campus Recreation (CRC) patrons are invited to enjoy as many fitness classes as they would like for free during preview week! ,,Campus Recreation Center (CRC),https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Fitness_FB1_0.jpg?itok=-S2meEUD,https://www.calendar.gatech.edu/event/624793,"Monday, August 19, 2019","Monday, August 19, 2019",00:00,23:59
IRIM Full Day Symposium,IRIM hosts a kickoff seminar event featuring presentations by robotics faculty.,Seminar/Lecture/Colloquium,"Klaus Advanced Computing Building, Rooms 1116 E&W",gatech_logo.png,https://www.calendar.gatech.edu/event/623024,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",08:30,17:00
"Canvas Training By Instructure - Quiz Basics - Aug 21, 2019",Quiz Basics session will prepare instructors to use the quizzing tool in Canvas. ,Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/624735,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",08:30,09:30
"Canvas Training By Instructure - Quiz Basics - Aug 21, 2019",Quiz Basics session will prepare instructors to use the quizzing tool in Canvas. ,Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/624734,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",08:30,09:30
Extended Hours for Package Pickup at the Post Office,Extended Hours are back at the Post Office Package Pickup Window!,,Georgia Tech Post Office,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Extended_Package_Hours_8.5x11_F19_Extended_Hours_8.5x11_Layout_1_0.jpg?itok=vM0yXl1s,https://www.calendar.gatech.edu/event/624698,"Monday, August 19, 2019","Monday, August 19, 2019",08:30,18:00
Museum Exhibit: Cut and Paste,"Open from August 19 - November 14, 2019",Arts and Performance,Robert C. Williams Museum of Papermaking,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/LRodriguez_CutPaste02_CMYK_1.jpg?itok=B4TdXdmQ,https://www.calendar.gatech.edu/event/624301,"Monday, August 19, 2019","Monday, August 19, 2019",09:00,17:00
IRIM Fall Research Symposium,IRIM hosts a semester kickoff event featuring presentations and posters by robotics faculty and students.,Conference/Symposium,"Klaus Advanced Computing Building, Rooms 1116 E&W",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/institute_for_robotics_and_intelligent_machines_irim_0.jpg?itok=u7Gcfeh5,https://www.calendar.gatech.edu/event/623077,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",09:30,16:00
Grant Writing Workshop for Student Organizations,Come learn the do’s and don’ts around grant writing.,Other/Miscellaneous,"Smithgall Building, Room 117 ",gatech_logo.png,https://www.calendar.gatech.edu/event/624417,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",12:00,13:00
Career Fair Strategies: Targeting Employers ,Planning to attend a career fair? Learn how to prepare at this workshop.,Career/Professional development,Bill Moore Student Success Center Festival Level (Basement),https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Grad_Marker_4.jpg?itok=sM61onNA,https://www.calendar.gatech.edu/event/624303,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",12:15,12:30
Epic Intentions Info Session,Attend an info session to learn more about Epic Intentions! ,"Career/Professional development,Other/Miscellaneous,Student sponsored","Room 154, Skiles Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/12047150_130216667332664_8266169775125733883_n_0.png?itok=cp6Ygz-E,https://www.calendar.gatech.edu/event/624496,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",17:00,23:59
Seoulstice Fall Auditions,"Perform at numerous events, participate in dance covers, and have the opportunity to compete in local K-pop dance competitions","Arts and Performance,Other/Miscellaneous,Student sponsored","Studios A and B, Campus Recreation Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/8dd019ce-d3e6-4c02-97ed-b764f2d515e66a80b907-a726-4137-a291-fc8bd5bcae31.jpg?itok=It7njB_y,https://www.calendar.gatech.edu/event/624541,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",18:00,21:00
Filmmakers @ Georgia Tech Info Session,"Tired of tour guides telling you that the internship was filmed on campus? Well, now you can make films on campus (and off campus) and brag about it too! ","Arts and Performance,Student sponsored","Room L2, Howey Physics Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/9b96f811-4563-421b-9227-fe4fd0999a865f525eb7-edc3-49a1-958a-7a11b40faf29_2.jpg?itok=OijwBXh_,https://www.calendar.gatech.edu/event/624651,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",18:00,19:00
Chocolate and Meditation,"Free, guided meditation session with chocolate tasting",Other/Miscellaneous,"Crescent Room, Student Center",gatech_logo.png,https://www.calendar.gatech.edu/event/624771,"Wednesday, August 21, 2019","Wednesday, August 21, 2019",18:00,19:00
Phase II Registration - Fall 2019,"Registration ends at 4 p.m. on August 23. Schedule changes and drop courses without a ""W"" grade.",Other/Miscellaneous,"Atlanta, GA",gatech_logo.png,https://www.calendar.gatech.edu/event/622259,"Saturday, August 10, 2019","Friday, August 23, 2019",00:00,23:59
Georgia Tech Scavenger Hunt for Chemical Elements,Join the hunt for elements associated with campus buildings and win fabulous prizes!,Other/Miscellaneous,Georgia Tech Campus,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Scavenger_Hunt_Prizes_Graphic.png?itok=w-X6MsjG,https://www.calendar.gatech.edu/event/623346,"Monday, August 19, 2019","Friday, August 23, 2019",00:00,23:59
Petascale Computing Institute 2019,PCI-2019 is a free week-long distributed training event intended for people seeking to enhance their knowledge and skills for scaling their research software to petascale and emerging extreme-scale computing systems. ,Career/Professional development,"EBB Krone – Children’s Healthcare of Atlanta Seminar Room (950 Atlantic Drive, Atlanta, GA 30332)",gatech_logo.png,https://www.calendar.gatech.edu/event/623177,"Monday, August 19, 2019","Friday, August 23, 2019",11:00,18:00
SCL Course: Demand-Driven Supply Chain Strategy,Learn about different lenses of strategic planning applied to supply chain management and the specific implications on supply chain operations.,Career/Professional development,Georgia Tech Savannah Campus,gatech_logo.png,https://www.calendar.gatech.edu/event/613397,"Tuesday, August 20, 2019","Friday, August 23, 2019",08:30,12:00
Last Chance Room Change Days,Last chance to change rooms for Fall 2019.,Other/Miscellaneous,Georgia Tech Department of Housing Assignments Office,gatech_logo.png,https://www.calendar.gatech.edu/event/624701,"Wednesday, August 21, 2019","Friday, August 23, 2019",00:00,23:59
#RATS Digital Scavenger Hunt in the Library Aug. 19-23,Get to know your Georgia Tech Library the first week of school and celebrate with a pizza party on the seventh floor complete with loads of vintage video games. ,Other/Miscellaneous,Georgia Tech Library: Crosland Tower,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Rats_header-01_0.png?itok=qhsR9Do2,https://www.calendar.gatech.edu/event/623906,"Monday, August 19, 2019","Monday, August 19, 2019",00:00,23:59
CRC Group Fitness Preview Week,Current Campus Recreation (CRC) patrons are invited to enjoy as many fitness classes as they would like for free during preview week! ,,Campus Recreation Center (CRC),https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Fitness_FB1_0.jpg?itok=-S2meEUD,https://www.calendar.gatech.edu/event/624793,"Monday, August 19, 2019","Monday, August 19, 2019",00:00,23:59
Extended Hours for Package Pickup at the Post Office,Extended Hours are back at the Post Office Package Pickup Window!,,Georgia Tech Post Office,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Extended_Package_Hours_8.5x11_F19_Extended_Hours_8.5x11_Layout_1_0.jpg?itok=vM0yXl1s,https://www.calendar.gatech.edu/event/624698,"Monday, August 19, 2019","Monday, August 19, 2019",08:30,18:00
Museum Exhibit: Cut and Paste,"Open from August 19 - November 14, 2019",Arts and Performance,Robert C. Williams Museum of Papermaking,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/LRodriguez_CutPaste02_CMYK_1.jpg?itok=B4TdXdmQ,https://www.calendar.gatech.edu/event/624301,"Monday, August 19, 2019","Monday, August 19, 2019",09:00,17:00
International Opportunities Open House,Please join OIE advisors for information about the many ways you can go global.,Other/Miscellaneous,Student Center Peachtree Room,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/OIE_Open_House.Full_Flyer.2019_0.png?itok=0FnwQn9e,https://www.calendar.gatech.edu/event/622060,"Thursday, August 22, 2019","Thursday, August 22, 2019",10:30,12:00
The Ecology and Control of Sarcoptic Mange in Wombats,"A Biological Sciences Seminar by Scott Carver, Ph.D.",Seminar/Lecture/Colloquium,"Room 1117-1118, Marcus Nanotechnology Building, 345 Ferst Dr. NW, Atlanta, GA 30332",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/scott_carver_0.png?itok=w8UohRBt,https://www.calendar.gatech.edu/event/623733,"Thursday, August 22, 2019","Thursday, August 22, 2019",10:55,11:55
"Direct Connections: Insights into Fellowships, Pre-Grad, Pre-Health and Undergraduate Research Panel","Direct Connections: Insights into Fellowships, Pre-Grad, Pre-Health and Undergraduate Research Panel",Seminar/Lecture/Colloquium,"Clough Undergraduate Learning Commons, 2nd Floor, Clough 205",gatech_logo.png,https://www.calendar.gatech.edu/event/594302,"Thursday, August 22, 2019","Thursday, August 22, 2019",11:00,12:00
14th Annual Latino Welcome Celebration,"The Latino Welcome Celebration will provide incoming and current Hispanic/Latino students with an opportunity to experience the Hispanic atmosphere at Georgia Tech and network with other students, faculty, staff, and corporate representatives.",,Student Center Ballroom,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/2019_Latino_Welcome_Celebration_%28No_Sessions%29.jpg?itok=WLN5zn8D,https://www.calendar.gatech.edu/event/623309,"Thursday, August 22, 2019","Thursday, August 22, 2019",11:00,13:00
Modeling Crevasse Propagation in Glaciers Due to Hydromechanical Fracture ,"A seminar by Dr. Ravindra Duddu, School of Earth and Atmospheric Sciences",Seminar/Lecture/Colloquium,"Ford Environmental, Science & Technology (ES&T) Building, Rm. L1205, 11am",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Duddu_Ravindra_HeadshotCrop_0.jpg?itok=C9nK3ifR,https://www.calendar.gatech.edu/event/623716,"Thursday, August 22, 2019","Thursday, August 22, 2019",11:00,11:50
Wreck Camp Reunion Lunch,"Lunch, socialization, and games for Wreck Camp 2019 staff and campers!",Student sponsored,Ferst Center Lobby,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/78e10794-2c35-48db-a37c-fc00939df73a1ed0fb99-f0a1-457a-a889-483bc7eb0134_0.jpg?itok=RK_DiG0w,https://www.calendar.gatech.edu/event/623978,"Thursday, August 22, 2019","Thursday, August 22, 2019",11:00,13:00
GVU Center Brown Bag: GVU Center Overview and Funded Research Projects,The GVU Center kicks off the weekly Brown Bag Seminar Series with a GVU Center overview and introduction of funded research projects.,Seminar/Lecture/Colloquium,"Technology Square Research Building, 1st Floor Ballroom, Atlanta, Ga",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/keith-edwards_0_0.jpg?itok=a0iT098v,https://www.calendar.gatech.edu/event/624527,"Thursday, August 22, 2019","Thursday, August 22, 2019",11:30,13:00
"Canvas Training By Instructure - Course Design Considerations - Aug 22, 2019",Course Design Considerations highlights the best practices in Canvas for creating student-centered course spaces that can be easily navigated from a browser or a mobile device.,Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/624737,"Thursday, August 22, 2019","Thursday, August 22, 2019",12:00,13:00
Electronics Training at the Invention Studio,"For those looking to become PIs this semester, we will be holding a workshop covering the Soldering/Electronics portion of the PI checklist. ",Student sponsored,Invention Studio,gatech_logo.png,https://www.calendar.gatech.edu/event/624948,"Thursday, August 22, 2019","Thursday, August 22, 2019",15:00,16:00
RecFest 2019,"Open to students only, RecFest is hosted by the CRC and partnering departments to provide students an opportunity to become involved in student organizations, sport clubs, and receive information about other programs and services provided to students on c",,Leadership Challenge Course (LCC) and Couch Park,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/FB_Cover.png?itok=0P265Dlx,https://www.calendar.gatech.edu/event/624592,"Thursday, August 22, 2019","Thursday, August 22, 2019",16:00,19:00
CREATE-X Startup Launch Demo Day 2019,Check out over 40 startups on Demo Day,,The Fox Theatre,gatech_logo.png,https://www.calendar.gatech.edu/event/621912,"Thursday, August 22, 2019","Thursday, August 22, 2019",16:30,21:30
First-Year Women's Welcome,Join the Women's Resource Center for a welcome reception for first-year women! ,Other/Miscellaneous,"Smithgall (Flag) Building, Room 117",gatech_logo.png,https://www.calendar.gatech.edu/event/624046,"Thursday, August 22, 2019","Thursday, August 22, 2019",18:00,19:00
Filmmakers @ Georgia Tech Info Session,"Tired of tour guides telling you that the internship was filmed on campus? Well, now you can make films on campus (and off campus) and brag about it too! ","Arts and Performance,Student sponsored","Room L2, Howey Physics Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/9b96f811-4563-421b-9227-fe4fd0999a865f525eb7-edc3-49a1-958a-7a11b40faf29_1.jpg?itok=qx2kVu7s,https://www.calendar.gatech.edu/event/624653,"Thursday, August 22, 2019","Thursday, August 22, 2019",18:00,19:00
SCPC Presents: Avengers Endgame,SCPC and the CRC presents movies under the stars Avengers Endgame! ,Student sponsored,Roe Stamps Recreational Field ,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/thumbnail_Endgame_Facebook_1200x628_Elena-01-01-01.jpg?itok=l3McO6pX,https://www.calendar.gatech.edu/event/624106,"Thursday, August 22, 2019","Thursday, August 22, 2019",19:00,22:00
Triathlon Club Fall Interest Meeting,"Interested in triathlon? Whether you're looking to 'tri' out the sport or are a seasoned athlete, come to our fall meeting and learn about our races, practices, and activities for this year!","Sports/Athletics,Student sponsored","Room 251, Campus Recreation Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/40a0ccc9-eb02-4120-97de-1b06ea042aa342d211bf-e07a-43b8-9956-91bf0677bb2d_0.jpg?itok=quBGGcw9,https://www.calendar.gatech.edu/event/624372,"Thursday, August 22, 2019","Thursday, August 22, 2019",19:30,20:30
Phase II Registration - Fall 2019,"Registration ends at 4 p.m. on August 23. Schedule changes and drop courses without a ""W"" grade.",Other/Miscellaneous,"Atlanta, GA",gatech_logo.png,https://www.calendar.gatech.edu/event/622259,"Saturday, August 10, 2019","Friday, August 23, 2019",00:00,23:59
Georgia Tech Scavenger Hunt for Chemical Elements,Join the hunt for elements associated with campus buildings and win fabulous prizes!,Other/Miscellaneous,Georgia Tech Campus,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Scavenger_Hunt_Prizes_Graphic.png?itok=w-X6MsjG,https://www.calendar.gatech.edu/event/623346,"Monday, August 19, 2019","Friday, August 23, 2019",00:00,23:59
Petascale Computing Institute 2019,PCI-2019 is a free week-long distributed training event intended for people seeking to enhance their knowledge and skills for scaling their research software to petascale and emerging extreme-scale computing systems. ,Career/Professional development,"EBB Krone – Children’s Healthcare of Atlanta Seminar Room (950 Atlantic Drive, Atlanta, GA 30332)",gatech_logo.png,https://www.calendar.gatech.edu/event/623177,"Monday, August 19, 2019","Friday, August 23, 2019",11:00,18:00
SCL Course: Demand-Driven Supply Chain Strategy,Learn about different lenses of strategic planning applied to supply chain management and the specific implications on supply chain operations.,Career/Professional development,Georgia Tech Savannah Campus,gatech_logo.png,https://www.calendar.gatech.edu/event/613397,"Tuesday, August 20, 2019","Friday, August 23, 2019",08:30,12:00
Last Chance Room Change Days,Last chance to change rooms for Fall 2019.,Other/Miscellaneous,Georgia Tech Department of Housing Assignments Office,gatech_logo.png,https://www.calendar.gatech.edu/event/624701,"Wednesday, August 21, 2019","Friday, August 23, 2019",00:00,23:59
Registration Schedule Change Deadline - Fall 2019,"Last day to register, make schedule changes, and/or drop courses without a ""W"" grade for Fall Semester 2019 by 4:00 pm ET.",Other/Miscellaneous,"Atlanta, GA",gatech_logo.png,https://www.calendar.gatech.edu/event/622724,"Friday, August 23, 2019","Friday, August 23, 2019",00:00,23:59
End of Online Application for Graduation Window,End of the online application for graduation window for those graduating in fall 2019.,Other/Miscellaneous,"Atlanta, GA",gatech_logo.png,https://www.calendar.gatech.edu/event/622722,"Friday, August 23, 2019","Friday, August 23, 2019",00:00,23:59
#RATS Digital Scavenger Hunt in the Library Aug. 19-23,Get to know your Georgia Tech Library the first week of school and celebrate with a pizza party on the seventh floor complete with loads of vintage video games. ,Other/Miscellaneous,Georgia Tech Library: Crosland Tower,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Rats_header-01_0.png?itok=qhsR9Do2,https://www.calendar.gatech.edu/event/623906,"Monday, August 19, 2019","Monday, August 19, 2019",00:00,23:59
CRC Group Fitness Preview Week,Current Campus Recreation (CRC) patrons are invited to enjoy as many fitness classes as they would like for free during preview week! ,,Campus Recreation Center (CRC),https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Fitness_FB1_0.jpg?itok=-S2meEUD,https://www.calendar.gatech.edu/event/624793,"Monday, August 19, 2019","Monday, August 19, 2019",00:00,23:59
Extended Hours for Package Pickup at the Post Office,Extended Hours are back at the Post Office Package Pickup Window!,,Georgia Tech Post Office,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Extended_Package_Hours_8.5x11_F19_Extended_Hours_8.5x11_Layout_1_0.jpg?itok=vM0yXl1s,https://www.calendar.gatech.edu/event/624698,"Monday, August 19, 2019","Monday, August 19, 2019",08:30,18:00
Museum Exhibit: Cut and Paste,"Open from August 19 - November 14, 2019",Arts and Performance,Robert C. Williams Museum of Papermaking,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/LRodriguez_CutPaste02_CMYK_1.jpg?itok=B4TdXdmQ,https://www.calendar.gatech.edu/event/624301,"Monday, August 19, 2019","Monday, August 19, 2019",09:00,17:00
Graduate Women’s Writing Circle ,Join the WRC to study with other graduate students in a quiet space.,Other/Miscellaneous,"Women’s Resource Center, Smithgall (Flag) Building, Suite 131",gatech_logo.png,https://www.calendar.gatech.edu/event/624634,"Friday, August 23, 2019","Friday, August 23, 2019",09:00,13:00
Robotarium Open House,"Enjoy a tour and see demos in the Robotarium, a robotics lab like no other.",Other/Miscellaneous,"Van Leer Building, Room 261",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Robotarium-Fact-Sheet-11.17.18_7.png?itok=Sl6XiWLr,https://www.calendar.gatech.edu/event/624000,"Friday, August 23, 2019","Friday, August 23, 2019",10:00,11:00
"Canvas Training By Instructure - Content Pages - Aug 23, 2019",Pages serve as a media rich content delivery tool inside a Canvas course. ,Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/624739,"Friday, August 23, 2019","Friday, August 23, 2019",12:00,13:00
The Realities of Resilience: An Authentic Leadership Discussion,Join the RESILIENCE ERG for a one-of-a-kind discussion on personal resilience.,Other/Miscellaneous,"Coda Building, Room 230 - 756 W. Peachtree Street Atlanta, GA 30308",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Webp.net-resizeimage_%2813%29_0_0.jpg?itok=2TA6FREX,https://www.calendar.gatech.edu/event/623671,"Friday, August 23, 2019","Friday, August 23, 2019",12:30,14:00
Taking Math at Tech!,A session for students taking or interested in the Math program.,Training/Workshop,"Atlanta, GA",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/AskMe_MATH.png?itok=PyEYy6Ca,https://www.calendar.gatech.edu/event/624363,"Friday, August 23, 2019","Friday, August 23, 2019",13:00,14:30
Graduate Student Welcome,"An event to welcome incoming graduate students to Georgia Tech's community, celebrating the Institute's rich traditions and strong academic reputation.",Other/Miscellaneous,Ferst Center for the Arts and Student Center Ballroom,gatech_logo.png,https://www.calendar.gatech.edu/event/622638,"Friday, August 23, 2019","Friday, August 23, 2019",16:00,20:00
Chinese Student Welcome Party,Chinese Christian Fellowship hosts a welcome party mainly for new Chinese students. Some team-building activities and the introduction of the fellowship will take place.,"Other/Miscellaneous,Student sponsored","Festival Level, Bill Moore Student Success Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/edb8428d-1e32-472f-b487-c480271f81ee1f822fbe-c118-4d0b-8cd2-4264421986ff_0.jpg?itok=pzHMNs9_,https://www.calendar.gatech.edu/event/623693,"Friday, August 23, 2019","Friday, August 23, 2019",18:00,22:00
Grocery Bingo Night at Tech Rec,Stock your fridge with winnings from Tech Rec's Grocery Bingo Night!,,"Tech Rec, Ground Floor of Student Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/grocerybingonight_11x8.5_august.jpg?itok=HZP6KS9J,https://www.calendar.gatech.edu/event/624766,"Friday, August 23, 2019","Friday, August 23, 2019",20:00,22:00
Krishna Janmashtami,A commemoration of the birth of the Hindu deity Krishna.,Other/Miscellaneous,"Atlanta, GA",gatech_logo.png,https://www.calendar.gatech.edu/event/615890,"Saturday, August 24, 2019","Saturday, August 24, 2019",00:00,23:59
CRC Group Fitness Preview Week,Current Campus Recreation (CRC) patrons are invited to enjoy as many fitness classes as they would like for free during preview week! ,,Campus Recreation Center (CRC),https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Fitness_FB1_0.jpg?itok=-S2meEUD,https://www.calendar.gatech.edu/event/624793,"Monday, August 19, 2019","Monday, August 19, 2019",00:00,23:59
Garden Work Day,Our second garden work day of the year will teach any new members how to use the community garden. Everyone is welcome!,Student sponsored,"Community Garden, behind the Instructional Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/82cc5483-a9ef-4cb7-a110-34c9741c66d6e08aab2a-4086-4796-93ee-e17605514e41.jpg?itok=hZOEIuQa,https://www.calendar.gatech.edu/event/623986,"Saturday, August 24, 2019","Saturday, August 24, 2019",09:00,12:00
Cheerleading and Buzz Tryouts,All currently enrolled students are eligible to try out. ,Sports/Athletics,McCamish Pavilion,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Unknown_8_0.jpeg?itok=NvrKNfd6,https://www.calendar.gatech.edu/event/624108,"Saturday, August 24, 2019","Saturday, August 24, 2019",09:00,10:00
Dance Company at Georgia Tech: Flipped Audition and Info Session Fall 2019,Interested in continuing or even starting dance at Georgia Tech? Join us at our Fall 2019 Workshop and Info Session.,"Arts and Performance,Sports/Athletics,Student sponsored","Studio C, Campus Recreation Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/38d506c8-d5de-4456-a0d3-4245417b63482bdbd81a-34be-4625-86e4-4765ecab2197.jpg?itok=roXtZqF3,https://www.calendar.gatech.edu/event/624344,"Saturday, August 24, 2019","Saturday, August 24, 2019",13:00,15:00
Meet Greet N' Munch,Meet Greet N' Munch is the first social event in the Fall 2019 hosted by Asha for Education GT chapter for welocming the new students on campus. ,Student sponsored,"Activity Room, 10th and Home, 251 10th St NW",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/81a5569b-6c2b-43c8-856e-828f2db5683daa10c786-d5c3-4544-bd70-649616586b5a_0.jpg?itok=SqiGS9g0,https://www.calendar.gatech.edu/event/624695,"Saturday, August 24, 2019","Saturday, August 24, 2019",18:00,21:30
Beating Antibiotic Resistance: Can We Make Evolution-Proof Drugs?,"An Atlanta Science Tavern lecture by Sam Brown, School of Biological Sciences",Seminar/Lecture/Colloquium,"Manuel's Tavern, 602 N. Highland Ave NE, Atlanta, GA 30308",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/sam_brown_0.jpg?itok=hp2kIGbQ,https://www.calendar.gatech.edu/event/624038,"Saturday, August 24, 2019","Saturday, August 24, 2019",19:30,21:30
CANCELED: Second Saturday,Fun evening to welcome all students back to campus.,Other/Miscellaneous,Tech Green,gatech_logo.png,https://www.calendar.gatech.edu/event/622923,"Saturday, August 24, 2019","Saturday, August 24, 2019",20:00,23:00
"The Inclusion, Advocacy, & Support Collective Welcome Event","The Inclusion, Advocacy, & Support Collective will welcome students at Second Saturday event",Other/Miscellaneous,Tech Green,gatech_logo.png,https://www.calendar.gatech.edu/event/624047,"Saturday, August 24, 2019","Saturday, August 24, 2019",20:00,23:00
CRC Group Fitness Preview Week,Current Campus Recreation (CRC) patrons are invited to enjoy as many fitness classes as they would like for free during preview week! ,,Campus Recreation Center (CRC),https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Fitness_FB1_0.jpg?itok=-S2meEUD,https://www.calendar.gatech.edu/event/624793,"Monday, August 19, 2019","Monday, August 19, 2019",00:00,23:59
Yellow Jacket Roller Derby Open Enrollment,Interested in learning to roller skate? Come learn for free; no experience required,"Sports/Athletics,Student sponsored","Auxiliary Gym, Fourth Floor, Campus Recreation Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/yjrd_0.jpg?itok=IcTa7WJ1,https://www.calendar.gatech.edu/event/624778,"Sunday, August 25, 2019","Sunday, August 25, 2019",15:00,16:30
Traditions Night,"Come on out for a celebration of Tech's most loved traditions, games, free food and t-shirts!","Other/Miscellaneous,Student sponsored",Callaway Plaza and Bobby Dodd Stadium,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Unknown-3_4.jpeg?itok=940g5Hkm,https://www.calendar.gatech.edu/event/625050,"Sunday, August 25, 2019","Sunday, August 25, 2019",18:00,20:00
Nothin' but Treble Auditions,"Come audition for Nothin' but Treble, Georgia Tech's premier all-female a cappella group. ","Arts and Performance,Student sponsored","Room C340, Van Leer Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/b4385ab5-2d78-4290-8e41-c8efa0d8626626f22481-d301-4931-a1ab-79880084fb31_0.jpg?itok=_fptGn4z,https://www.calendar.gatech.edu/event/624631,"Sunday, August 25, 2019","Sunday, August 25, 2019",19:00,22:00
